Unnamed: 0,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_new,location_label
2014,Volkswagen Polo 1.0 MPI Comfortline,Chennai,8431.28,2016,42000,Petrol,Manual,Second,18.78,999,75,5,18.78,location_small
2015,Maruti Swift VDI BSIV,Coimbatore,9182.43,2014,44282,Diesel,Manual,First,25.2,1248,74,5,25.2,location_big
2016,Nissan Sunny 2011-2014 Diesel XV,Delhi,3970.37,2012,70000,Diesel,Manual,First,21.64,1461,84.8,5,21.64,location_big
2017,Jaguar XF 2.2 Litre Luxury,Mumbai,41006.68,2013,31400,Diesel,Automatic,First,16.36,2179,187.7,5,16.36,location_big
2018,Maruti Ciaz ZDi SHVS,Pune,13030.16,2016,50000,Diesel,Manual,First,28.09,1248,88.5,5,28.09,location_small
2019,Audi Q5 2008-2012 2.0 TDI,Bangalore,35258.08,2011,53000,Diesel,Automatic,First,12.8,1968,167.6,5,12.8,location_big
2020,Ford Figo Petrol ZXI,Pune,5135.42,2014,21727,Petrol,Manual,First,15.6,1196,70.02,5,15.6,location_small
2021,Hyundai Santa Fe 4x4 AT,Bangalore,16479.32,2012,43000,Diesel,Automatic,Second,11.72,2199,194.3,7,11.72,location_big
2022,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Kolkata,9642.32,2013,75000,Diesel,Manual,First,12.05,2179,120,8,12.05,location_small
2023,Renault Duster 110PS Diesel RxL,Bangalore,11880.44,2014,73557,Diesel,Manual,First,19.6,1461,108.45,5,19.6,location_big
2024,Audi A4 New 2.0 TDI Multitronic,Delhi,20694.96,2012,44555,Diesel,Automatic,First,15.2,1968,140.8,5,15.2,location_big
2025,Maruti Eeco 7 Seater Standard,Coimbatore,5748.6,2013,54885,Petrol,Manual,First,15.1,1196,73,7,15.1,location_big
2026,Mahindra Xylo E4,Mumbai,5748.6,2011,76000,Diesel,Manual,Second,14,2498,112,7,14,location_big
2027,Maruti Wagon R LXI,Jaipur,2299.44,2006,101000,Petrol,Manual,Second,18.9,998,67.1,5,18.9,location_small
2028,Maruti Wagon R LXI BSIII,Chennai,2222.79,2005,66000,Petrol,Manual,First,14,1061,64,5,14,location_small
2029,Maruti SX4 ZXI MT BSIV,Coimbatore,6315.8,2013,84360,Petrol,Manual,First,15.5,1586,103.3,5,15.5,location_big
2030,Toyota Innova Crysta 2.4 VX MT,Mumbai,26228.95,2016,25121,Diesel,Manual,First,13.68,2393,147.8,7,13.68,location_big
2031,Toyota Innova 2.5 G (Diesel) 7 Seater,Pune,15712.84,2015,100000,Diesel,Manual,Second,12.99,2494,100.6,7,12.99,location_small
2032,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,3817.07,2011,66035,Diesel,Manual,First,22.07,1199,73.9,5,22.07,location_small
2033,Toyota Etios G,Pune,5901.9,2015,190000,Petrol,Manual,Second,16.78,1496,88.73,5,16.78,location_small
2034,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,9581,2014,85670,Diesel,Manual,First,22.7,1498,89.84,5,22.7,location_big
2035,Hyundai Grand i10 CRDi Magna,Hyderabad,7480.84,2015,35000,Diesel,Manual,First,24,1120,70,5,24,location_big
2036,Honda City i VTEC CVT SV,Mumbai,14486.47,2016,8000,Petrol,Automatic,First,18,1497,117.3,5,18,location_big
2037,Toyota Innova 2.5 G3,Hyderabad,7358.21,2007,162000,Diesel,Manual,Second,12.8,2494,102,8,12.8,location_big
2038,Hyundai EON Era Plus,Kolkata,3050.59,2012,60000,Petrol,Manual,First,21.1,814,55.2,5,21.1,location_small
2039,Hyundai i10 Magna 1.2,Hyderabad,4292.29,2010,70600,Petrol,Manual,First,20.36,1197,78.9,5,20.36,location_big
2040,Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,Bangalore,33725.12,2011,25000,Petrol,Automatic,Second,12.3,1796,185,5,12.3,location_big
2041,Mahindra Bolero SLE,Hyderabad,6591.73,2012,75000,Diesel,Manual,First,15.96,2523,62.1,7,15.96,location_big
2042,Skoda Laura Ambition 2.0 TDI CR AT,Coimbatore,14946.36,2014,85071,Diesel,Automatic,First,20,1968,138.1,5,20,location_big
2043,Maruti Swift ZXI,Ahmedabad,9044.46,2015,40000,Petrol,Manual,First,20.4,1197,81.8,5,20.4,location_big
2044,Audi A4 2.0 TDI,Delhi,22227.92,2013,67000,Diesel,Automatic,First,16.55,1968,147.51,5,16.55,location_big
2045,Ford Fiesta 1.4 SXi TDCi ABS,Hyderabad,3679.1,2009,55000,Diesel,Manual,Second,17.8,1399,68,5,17.8,location_big
2046,Maruti SX4 Vxi BSIII,Mumbai,3234.55,2008,62000,Petrol,Manual,Second,15,1586,104.68,5,15,location_big
2047,Hyundai Grand i10 AT Asta,Coimbatore,11650.5,2017,22526,Petrol,Automatic,First,18.9,1197,82,5,18.9,location_big
2048,Maruti Ritz AT,Hyderabad,5518.66,2012,57788,Petrol,Automatic,First,17.16,1197,85.8,5,17.16,location_big
2049,Mahindra Scorpio 2.6 CRDe,Jaipur,9197.76,2013,72000,Diesel,Manual,First,10.5,2179,120,8,10.5,location_small
2050,Mahindra Scorpio S4 7 Seater,Mumbai,11420.55,2014,83128,Diesel,Manual,First,15.4,2179,120,7,15.4,location_big
2051,Maruti Alto LXi,Chennai,3219.22,2011,75000,Petrol,Manual,First,19.7,796,46.3,5,19.7,location_small
2052,Renault Duster 110PS Diesel RxZ,Ahmedabad,7971.39,2013,58000,Diesel,Manual,Second,19.01,1461,108.45,5,19.01,location_big
2054,Maruti Ignis 1.2 Alpha,Mumbai,9749.63,2017,1000,Petrol,Manual,First,20.89,1197,81.8,5,20.89,location_big
2055,Toyota Innova 2.5 ZX Diesel 7 Seater,Kochi,17813,2015,59751,Diesel,Manual,First,12.99,2494,100.6,7,12.99,location_big
2056,BMW 7 Series 730Ld Eminence,Kochi,66837.06,2015,29966,Diesel,Automatic,Second,16.77,2993,261.49,5,16.77,location_big
2057,Hyundai Sonata Embera 2.0L CRDi MT,Kolkata,7511.5,2009,65000,Diesel,Manual,Second,13.6,1991,142,5,13.6,location_small
2058,Renault Duster Adventure Edition,Kochi,10270.83,2015,75863,Diesel,Manual,First,19.01,1461,108.45,5,19.01,location_big
2059,Maruti Wagon R CNG LXI,Mumbai,4675.53,2013,54000,CNG,Manual,First,33.54,998,67.04,5,47.91428571,location_big
2060,Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,38324,2014,24000,Diesel,Automatic,First,17.11,1968,174.33,5,17.11,location_big
2061,Jeep Compass 2.0 Longitude,Coimbatore,29202.89,2018,33218,Diesel,Manual,First,17.1,1956,170,5,17.1,location_big
2062,Hyundai Verna 1.4 VTVT,Kolkata,6898.32,2015,33425,Petrol,Manual,First,17.43,1396,105.5,5,17.43,location_small
2063,Honda Amaze VX i-Vtech,Pune,6361.78,2013,47000,Petrol,Manual,First,18,1198,86.7,5,18,location_small
2064,Hyundai Creta 1.6 CRDi SX Option,Chennai,18242.22,2015,41000,Diesel,Manual,First,19.67,1582,126.2,5,19.67,location_small
2065,Hyundai i10 Magna 1.1,Delhi,3219.22,2011,62000,Petrol,Manual,First,19.81,1086,68.05,5,19.81,location_big
2066,Mahindra TUV 300 T8,Delhi,10654.07,2016,47035,Diesel,Manual,First,18.49,1493,100,7,18.49,location_big
2067,Maruti Swift Dzire VXi,Pune,3679.1,2008,56230,Petrol,Manual,Second,17.5,1298,85.8,5,17.5,location_small
2068,Hyundai Accent GLE 1,Chennai,4062.34,2007,55000,Petrol,Manual,First,13.2,1495,94,5,13.2,location_small
2069,Mahindra XUV500 W8 2WD,Jaipur,13796.64,2014,70669,Diesel,Manual,First,15.1,2179,140,7,15.1,location_small
2070,Maruti Alto K10 2010-2014 VXI,Pune,3219.22,2012,69000,Petrol,Manual,First,20.92,998,67.1,5,20.92,location_small
2071,Chevrolet Beat LT,Pune,3832.4,2011,65000,Petrol,Manual,Second,18.6,1199,79.4,5,18.6,location_small
2072,Audi A6 2.7 TDI,Mumbai,13719.99,2009,30000,Diesel,Automatic,First,12.4,2698,179.5,5,12.4,location_big
2073,Mini Cooper 5 DOOR D,Hyderabad,52120.64,2017,2000,Diesel,Automatic,First,20.7,1496,113.98,5,20.7,location_big
2075,Tata Zest Revotron 1.2T XMS,Chennai,6131.84,2015,40000,Petrol,Manual,First,17.57,1193,88.7,5,17.57,location_small
2076,Honda City i DTEC SV,Kolkata,6821.67,2014,40000,Diesel,Manual,First,26,1498,98.6,5,26,location_small
2077,Chevrolet Beat LT,Jaipur,2299.44,2010,26000,Petrol,Manual,First,18.6,1199,79.4,5,18.6,location_small
2078,Audi A4 2.0 TDI Multitronic,Jaipur,22227.92,2011,105000,Diesel,Automatic,Second,16.55,1968,140,5,16.55,location_small
2079,Ford Aspire Titanium Plus Diesel,Kolkata,12892.19,2015,2800,Diesel,Manual,First,26.1,1498,99,5,26.1,location_small
2080,Hyundai Verna SX CRDi AT,Mumbai,8354.63,2014,71000,Diesel,Automatic,Second,19.08,1582,126.32,5,19.08,location_big
2081,Honda City i VTEC CVT VX,Mumbai,13643.34,2015,32896,Petrol,Automatic,First,18,1497,117.3,5,18,location_big
2082,Hyundai i10 Sportz 1.2,Hyderabad,5595.3,2012,45000,Petrol,Manual,First,20.36,1197,78.9,5,20.36,location_big
2083,BMW X3 xDrive20d Expedition,Bangalore,44455.84,2015,65000,Diesel,Automatic,Second,18.56,1995,190,5,18.56,location_big
2084,Audi A4 2.0 TDI,Mumbai,20694.96,2013,45200,Diesel,Automatic,First,16.55,1968,147.51,5,16.55,location_big
2085,Honda CR-V 2.4 AT,Hyderabad,8277.98,2008,82167,Petrol,Automatic,First,10.1,2354,152,5,10.1,location_big
2086,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,9029.13,2016,37429,Petrol,Manual,First,18.9,1197,81.86,5,18.9,location_big
2087,Maruti Ciaz ZDi Plus SHVS,Hyderabad,12953.51,2016,46000,Diesel,Manual,First,28.09,1248,88.5,5,28.09,location_big
2088,Honda City i-VTEC V,Delhi,6131.84,2011,67031,Petrol,Manual,First,17.4,1497,117.3,5,17.4,location_big
2089,BMW 6 Series 640d Coupe,Mumbai,68983.2,2013,30000,Diesel,Automatic,First,9.52,2993,313,4,9.52,location_big
2090,Maruti Celerio VXI AMT,Mumbai,6039.86,2016,47691,Petrol,Automatic,First,23.1,998,67.04,5,23.1,location_big
2091,Renault Koleos 2.0 Diesel,Jaipur,12263.68,2011,32531,Diesel,Automatic,Second,13.73,1995,148,5,13.73,location_small
2092,Ford Figo Diesel ZXI,Hyderabad,6285.14,2013,71336,Diesel,Manual,First,20,1399,68,5,20,location_big
2093,Toyota Innova 2.5 V Diesel 7-seater,Chennai,9581,2006,196000,Diesel,Manual,First,12.8,2494,102,7,12.8,location_small
2094,Maruti Dzire VDI,Kolkata,8048.04,2015,28193,Diesel,Manual,First,28.4,1248,73.75,5,28.4,location_small
2095,Mercedes-Benz SLC 43 AMG,Coimbatore,128707.32,2019,2526,Petrol,Automatic,First,19,2996,362.07,2,19,location_big
2097,Mercedes-Benz E-Class E 220 d,Hyderabad,32192.16,2013,85000,Diesel,Automatic,First,16.1,1950,194,5,16.1,location_big
2098,Hyundai Grand i10 1.2 Kappa Sportz,Ahmedabad,6591.73,2015,20780,Petrol,Manual,First,18.9,1197,81.86,5,18.9,location_big
2099,Honda Mobilio S i VTEC,Mumbai,8048.04,2014,43081,Petrol,Manual,First,17.3,1497,117.3,7,17.3,location_big
2100,Porsche Cayenne Turbo S,Mumbai,49054.72,2010,35000,Petrol,Automatic,Second,11.9,4806,550,5,11.9,location_big
2101,Mahindra Quanto C8,Kolkata,5978.54,2013,36000,Diesel,Manual,First,17.21,1493,100,7,17.21,location_small
2102,Toyota Corolla H5,Mumbai,3372.51,2007,67000,Petrol,Manual,Third,13.4,1794,125,5,13.4,location_big
2103,Mahindra KUV 100 mFALCON D75 K4,Mumbai,5671.95,2016,34079,Diesel,Manual,First,25.32,1198,77,6,25.32,location_big
2104,BMW 3 Series 2005-2011 325i Sedan,Coimbatore,17276.46,2010,77849,Petrol,Automatic,Second,10.9,2497,215,5,10.9,location_big
2105,Maruti Alto 800 LXI,Jaipur,3694.43,2013,86000,Petrol,Manual,First,22.74,796,47.3,5,22.74,location_small
2106,Audi Q3 35 TDI Quattro Premium,Pune,29126.24,2015,110000,Diesel,Automatic,First,15.73,1968,174.33,5,15.73,location_small
2107,Toyota Etios GD,Hyderabad,8891.17,2015,116000,Diesel,Manual,Second,23.59,1364,67.05,5,23.59,location_big
2108,Mahindra XUV500 W8 2WD,Coimbatore,20725.62,2016,41840,Diesel,Manual,First,15.1,2179,140,7,15.1,location_big
2109,Toyota Fortuner 4x2 MT TRD Sportivo,Hyderabad,37557.52,2015,19317,Diesel,Manual,First,13,2982,168.7,7,13,location_big
2110,Tata Indigo CS Emax CNG GLX,Pune,4982.12,2014,41000,CNG,Manual,First,24.6,1193,55.23,5,35.14285714,location_small
2111,Mercedes-Benz GLE 250d,Kochi,86964.82,2017,25601,Diesel,Automatic,First,17.9,2143,201.15,5,17.9,location_big
2112,Hyundai Creta 1.6 CRDi SX,Jaipur,15252.95,2015,83950,Diesel,Manual,First,19.67,1582,126.2,5,19.67,location_small
2113,Honda City 1.5 V AT,Pune,8431.28,2012,60000,Petrol,Automatic,First,16.8,1497,118,5,16.8,location_small
2114,Audi A4 35 TDI Premium,Hyderabad,38324,2015,50000,Diesel,Automatic,First,17.11,1968,174.33,5,17.11,location_big
2115,Maruti Zen VXI,Kolkata,1532.96,2009,37000,Petrol,Manual,First,17.3,993,60,5,17.3,location_small
2116,Maruti Alto LXi,Hyderabad,3295.86,2011,76976,Petrol,Manual,Second,19.7,796,46.3,5,19.7,location_big
2117,Maruti Baleno Delta Automatic,Kochi,12095.05,2018,21684,Petrol,Automatic,First,21.4,1197,83.1,5,21.4,location_big
2118,Mahindra XUV500 W10 2WD,Delhi,15712.84,2015,62000,Diesel,Manual,First,16,2179,140,7,16,location_big
2119,Ford Freestyle Titanium Petrol,Mumbai,9197.76,2007,1261,Petrol,Manual,First,19,1194,94.68,5,19,location_big
2120,Hyundai Elite i20 Asta Option,Coimbatore,11543.19,2017,59450,Petrol,Manual,First,18.6,1197,81.86,5,18.6,location_big
2121,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,60475.27,2018,24465,Diesel,Automatic,First,19.27,2143,167.62,5,19.27,location_big
2122,Honda City i VTEC SV,Delhi,8952.49,2014,55000,Petrol,Manual,First,17.8,1497,117.3,5,17.8,location_big
2123,Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,13260.1,2017,2000,Petrol,Manual,First,18.88,1499,110.4,5,18.88,location_big
2124,Maruti Baleno Alpha 1.2,Kochi,11865.11,2017,25040,Petrol,Manual,First,21.4,1197,83.1,5,21.4,location_big
2125,Hyundai i10 Sportz,Bangalore,3832.4,2008,84000,Petrol,Manual,First,20.36,1197,78.9,5,20.36,location_big
2126,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,8737.87,2007,170428,Diesel,Manual,Second,12.8,2494,102,8,12.8,location_small
2127,Maruti Baleno Delta,Mumbai,8891.17,2016,12573,Petrol,Manual,First,21.4,1197,83.1,5,21.4,location_big
2128,Audi Q7 3.0 TDI Quattro Technology,Hyderabad,55953.04,2012,88000,Diesel,Automatic,First,12.07,2967,241.4,7,12.07,location_big
2129,Hyundai Santa Fe 2WD AT,Delhi,14563.12,2012,86000,Diesel,Automatic,Second,13.01,2199,194.3,7,13.01,location_big
2131,Honda City 1.5 V MT Exclusive,Mumbai,6974.97,2013,45000,Petrol,Manual,First,17,1497,118,5,17,location_big
2132,Hyundai i20 1.4 CRDi Magna,Jaipur,5978.54,2012,51000,Diesel,Manual,First,21.9,1396,90,5,21.9,location_small
2133,Mahindra Bolero SLE BSIII,Pune,4138.99,2007,92000,Diesel,Manual,First,13.6,2523,63,7,13.6,location_small
2134,Toyota Fortuner 2.8 2WD AT,Pune,47521.76,2017,29000,Diesel,Automatic,First,12.9,2755,174.5,7,12.9,location_small
2135,BMW 3 Series 2005-2011 325i Sedan,Bangalore,15789.49,2009,70521,Petrol,Automatic,Second,10.9,2497,215,5,10.9,location_big
2136,BMW 3 Series 320d Sedan,Kolkata,11880.44,2010,51000,Diesel,Automatic,First,16.07,1995,181,5,16.07,location_small
2137,Maruti Wagon R LXI,Hyderabad,4905.47,2012,52618,Petrol,Manual,First,18.9,998,67.1,5,18.9,location_big
2138,Maruti Ertiga ZDI,Delhi,7434.86,2013,68000,Diesel,Manual,First,25.47,1248,88.5,7,25.47,location_big
2139,Land Rover Range Rover Evoque 2.0 TD4 Pure,Kochi,52243.28,2016,29022,Diesel,Automatic,Second,15.68,1999,177,5,15.68,location_big
2140,Maruti Ertiga SHVS VDI,Chennai,12416.98,2017,80000,Diesel,Manual,First,24.52,1248,88.5,7,24.52,location_small
2141,Tata Indigo CS eVX,Chennai,3602.46,2016,78000,Diesel,Manual,Second,25,1396,69.01,5,25,location_small
2142,Maruti Alto K10 LXI,Pune,2759.33,2012,100000,Petrol,Manual,First,20.92,998,67.1,5,20.92,location_small
2143,Hyundai EON D Lite Plus,Coimbatore,5242.72,2015,31412,Petrol,Manual,First,21.1,814,55.2,5,21.1,location_big
2144,Ford Endeavour 3.0L 4X4 AT,Mumbai,8186.01,2010,78000,Diesel,Automatic,Second,11.4,2953,153.86,7,11.4,location_big
2145,Ford Endeavour 2.2 Titanium AT 4X2,Hyderabad,49039.39,2018,14000,Diesel,Automatic,First,12.62,2198,158,7,12.62,location_big
2146,Volkswagen Vento Diesel Highline,Bangalore,7281.56,2011,80000,Diesel,Manual,First,20.54,1598,103.6,5,20.54,location_big
2147,Maruti Ciaz AT ZXi,Mumbai,9351.06,2014,46738,Petrol,Automatic,First,19.12,1373,91.1,5,19.12,location_big
2148,Hyundai EON D Lite Plus,Coimbatore,5656.62,2013,54884,Petrol,Manual,Second,21.1,814,55.2,5,21.1,location_big
2149,Audi Q5 2.0 TDI Premium Plus,Delhi,22994.4,2012,74500,Diesel,Automatic,Second,14.16,1968,174.3,5,14.16,location_big
2150,Mahindra XUV500 W10 AWD,Coimbatore,22227.92,2016,67472,Diesel,Manual,First,16,2179,140,7,16,location_big
2151,Maruti Swift VDI,Hyderabad,8661.22,2013,84000,Diesel,Manual,First,28.4,1248,74,5,28.4,location_big
2152,Maruti Ritz VDi,Kolkata,3832.4,2011,77400,Diesel,Manual,First,21.1,1248,73.9,5,21.1,location_small
2153,Mercedes-Benz New C-Class C 250 CDI Avantgarde,Mumbai,59018.96,2017,14470,Diesel,Automatic,First,19.71,2143,201.15,5,19.71,location_big
2154,Renault Duster 110PS Diesel RxZ,Kolkata,8415.95,2014,52108,Diesel,Manual,First,19.01,1461,108.45,5,19.01,location_small
2155,Maruti Swift Dzire VXI,Kolkata,5442.01,2013,40000,Petrol,Manual,First,19.1,1197,85.8,5,19.1,location_small
2156,Toyota Innova 2.5 VX (Diesel) 7 Seater,Jaipur,16479.32,2014,105044,Diesel,Manual,First,12.99,2494,100.6,7,12.99,location_small
2157,Hyundai Creta 1.6 SX Option,Delhi,16862.56,2016,24347,Petrol,Manual,First,15.8,1591,121.3,5,15.8,location_big
2158,Maruti SX4 ZDI,Ahmedabad,6898.32,2014,58000,Diesel,Manual,First,21.79,1248,88.73,5,21.79,location_big
2159,Mahindra XUV500 W8 2WD,Kochi,12907.52,2014,49663,Diesel,Manual,First,15.1,2179,140,7,15.1,location_big
2160,Honda City i-VTEC CVT VX,Mumbai,17782.34,2017,17000,Petrol,Automatic,First,18,1497,117.3,5,18,location_big
2161,Jaguar XF 2.2 Litre Luxury,Kochi,51553.44,2016,13418,Diesel,Automatic,First,16.36,2179,187.7,5,16.36,location_big
2162,Ford Fiesta 1.4 SXi TDCi ABS,Pune,3449.16,2008,117080,Diesel,Manual,Third,17.8,1399,68,5,17.8,location_small
2163,BMW 5 Series 523i Sedan,Mumbai,19851.83,2010,74000,Petrol,Automatic,First,10.8,2497,150,5,10.8,location_big
2165,Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,38354.66,2014,66882,Diesel,Automatic,First,17.68,1968,174.33,5,17.68,location_big
2166,Honda Brio 1.2 VX MT,Kochi,6055.19,2014,41460,Petrol,Manual,First,18.5,1198,86.8,5,18.5,location_big
2167,Honda City 1.5 V AT,Mumbai,6745.02,2011,57000,Petrol,Automatic,First,16.8,1497,118,5,16.8,location_big
2168,Volkswagen Polo Petrol Comfortline 1.2L,Bangalore,7588.15,2015,34010,Petrol,Manual,Third,16.47,1198,73.9,5,16.47,location_big
2169,Mahindra Scorpio SLE BSIII,Pune,8431.28,2010,96813,Diesel,Manual,Second,12.05,2179,120,8,12.05,location_small
2170,Honda City V MT,Mumbai,4982.12,2011,84000,Petrol,Manual,First,16.8,1497,116.3,5,16.8,location_big
2171,Skoda Rapid 1.6 MPI Elegance,Kochi,6162.5,2013,50004,Petrol,Manual,First,15,1598,103.5,5,15,location_big
2172,Mahindra XUV500 W6 2WD,Coimbatore,17981.62,2016,67995,Diesel,Manual,First,16,2179,140,7,16,location_big
2173,Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Chennai,14563.12,2012,55000,Diesel,Manual,First,15,1896,105,5,15,location_small
2174,Maruti Baleno Alpha Automatic,Hyderabad,13183.46,2017,14900,Petrol,Automatic,First,21.4,1197,83.1,5,21.4,location_big
2175,Honda Amaze EX i-Dtech,Jaipur,6131.84,2013,70961,Diesel,Manual,First,25.8,1498,98.6,5,25.8,location_small
2176,Volkswagen Vento 1.6 Highline,Mumbai,8507.93,2015,40194,Petrol,Manual,First,15.04,1598,103.2,5,15.04,location_big
2177,Maruti Alto 800 LXI,Hyderabad,3832.4,2015,96000,Petrol,Manual,First,22.74,796,47.3,5,22.74,location_big
2178,Land Rover Discovery HSE Luxury 3.0 TD6,Mumbai,63771.14,2017,35000,Diesel,Automatic,First,18,2993,255,7,18,location_big
2179,Honda City i VTEC CVT VX,Delhi,11359.23,2015,50000,Petrol,Automatic,First,18,1497,117.3,5,18,location_big
2180,Nissan Terrano XL 110 PS,Mumbai,9964.24,2014,50000,Diesel,Manual,First,19.01,1461,108.5,5,19.01,location_big
2181,Maruti Alto LXi,Mumbai,1839.55,2008,26299,Petrol,Manual,First,19.7,796,46.3,5,19.7,location_big
2182,Toyota Fortuner 2.8 4WD MT,Bangalore,35258.08,2015,150386,Diesel,Manual,First,14.24,2755,174.5,7,14.24,location_big
2183,Hyundai i20 1.4 CRDi Magna,Kolkata,4200.31,2012,60000,Diesel,Manual,First,21.9,1396,90,5,21.9,location_small
2184,Ford Figo Diesel Titanium,Hyderabad,5978.54,2013,65000,Diesel,Manual,First,20,1399,68,5,20,location_big
2185,Maruti Vitara Brezza ZDi Plus,Ahmedabad,12263.68,2017,80000,Diesel,Manual,First,24.3,1248,88.5,5,24.3,location_big
2186,Hyundai Verna 1.6 SX,Chennai,6131.84,2012,92000,Diesel,Manual,Third,22.32,1582,126.32,5,22.32,location_small
2187,Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,Mumbai,27210.04,2016,13000,Petrol,Automatic,First,12.95,1999,152.88,5,12.95,location_big
2188,Maruti Ritz VDi,Coimbatore,7741.45,2013,73278,Diesel,Manual,First,21.1,1248,73.9,5,21.1,location_big
2189,Audi A4 2.0 TFSI,Mumbai,18395.52,2011,38000,Petrol,Automatic,First,10.8,1984,132,5,10.8,location_big
2190,Mercedes-Benz E-Class E250 CDI Launch Edition,Kochi,45375.62,2016,46936,Diesel,Automatic,First,13,2143,204,5,13,location_big
2191,Renault Duster 85PS Diesel RxE,Jaipur,9964.24,2015,55000,Diesel,Manual,First,19.87,1461,83.8,5,19.87,location_small
2192,Honda Amaze S AT i-Vtech,Mumbai,7281.56,2014,19000,Petrol,Automatic,First,15.5,1198,86.7,5,15.5,location_big
2193,Volvo S60 D4 SUMMUM,Coimbatore,37342.91,2016,42259,Diesel,Automatic,First,9,1984,181,5,9,location_big
2194,Maruti Swift Dzire 1.2 Lxi BSIV,Mumbai,4905.47,2011,14000,Petrol,Manual,Second,17.5,1197,85.8,5,17.5,location_big
2195,Maruti Wagon R VXI,Kolkata,5518.66,2016,16956,Petrol,Manual,First,22.5,998,67.04,5,22.5,location_small
2196,Maruti Omni MPI STD BSIV,Coimbatore,5488,2017,15473,Petrol,Manual,First,16.8,796,34.2,5,16.8,location_big
2197,Maruti SX4 VDI,Delhi,3832.4,2011,75000,Diesel,Manual,First,21.5,1248,88.8,5,21.5,location_big
2198,Ford Fiesta Titanium 1.5 TDCi,Ahmedabad,5365.36,2013,96000,Diesel,Manual,Second,23.5,1498,90,5,23.5,location_big
2199,Toyota Camry Hybrid,Delhi,38324,2015,25000,Petrol,Automatic,First,19.16,2494,158.2,5,19.16,location_big
2200,Maruti Wagon R VXI,Mumbai,2682.68,2010,38000,Petrol,Manual,Second,22.5,998,67.04,5,22.5,location_big
2201,Mercedes-Benz E-Class E270 CDI,Bangalore,15329.6,2005,54000,Diesel,Automatic,First,11,2987,198.5,5,11,location_big
2202,Maruti Baleno Zeta Automatic,Jaipur,11880.44,2018,4131,Petrol,Automatic,First,21.4,1197,83.1,5,21.4,location_small
2203,Honda Jazz 1.2 VX i VTEC,Hyderabad,9887.59,2016,31700,Petrol,Manual,First,18.7,1199,88.7,5,18.7,location_big
2204,Mahindra Scorpio S10 AT 4WD,Pune,15329.6,2017,66988,Diesel,Automatic,First,15.4,2179,120,7,15.4,location_small
2205,Volkswagen Polo 1.2 MPI Trendline,Mumbai,6898.32,2014,54230,Petrol,Manual,First,16.47,1198,74,5,16.47,location_big
2206,Hyundai i20 1.2 Era,Kolkata,5212.06,2015,35000,Petrol,Manual,First,17,1197,80,5,17,location_small
2207,Toyota Camry W4 (AT),Mumbai,6898.32,2010,62714,Petrol,Automatic,First,12.1,2362,164.7,5,12.1,location_big
