,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_new
1862,Honda City 1.5 S MT,Delhi,5518.66,2011,68000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,17.0
1863,BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,62084.88,2017,19543,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,18.12
1864,Audi Q5 30 TDI quattro Premium Plus,Bangalore,59708.79,2014,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,14.16
1865,Maruti Ritz LDi,Delhi,5518.66,2014,32805,Diesel,Manual,First,23.2,1248.0,73.94,5.0,23.2
1866,Volkswagen Vento 1.5 TDI Highline AT,Kochi,10914.68,2016,44782,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,21.21
1867,Honda City i DTEC SV,Kochi,11527.86,2016,55700,Diesel,Manual,First,26.0,1498.0,98.6,5.0,26.0
1868,Audi A4 New 2.0 TDI Multitronic,Delhi,15866.14,2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,15.2
1869,Skoda Rapid 1.6 MPI Elegance,Hyderabad,10730.72,2014,56000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,15.0
1870,Toyota Fortuner 3.0 Diesel,Delhi,16632.62,2011,60000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.5
1871,Chevrolet Optra Magnum 2.0 LT BS3,Mumbai,3602.46,2010,78563,Diesel,Manual,First,16.52,1991.0,123.7,5.0,16.52
1872,Maruti Eeco 7 Seater Standard,Mumbai,4445.58,2014,34669,Petrol,Manual,First,15.1,1196.0,73.0,7.0,15.1
1873,Maruti Ciaz ZXi,Delhi,11727.14,2017,17000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,20.73
1874,Maruti Ciaz VDi Plus SHVS,Delhi,9810.94,2016,66000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,28.09
1875,Toyota Innova 2.5 LE 2014 Diesel 7 Seater,Pune,15482.9,2014,102418,Diesel,Manual,First,12.99,2494.0,100.6,7.0,12.99
1876,Maruti Swift Dzire VXI,Kolkata,6515.08,2014,48800,Petrol,Manual,First,19.1,1197.0,85.8,5.0,19.1
1877,Toyota Innova Crysta 2.8 GX AT,Kochi,30122.66,2019,10601,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,11.36
1878,Tata Indica V2 eLX,Pune,6745.02,2017,8200,Diesel,Manual,First,25.0,1396.0,69.0,5.0,25.0
1879,Hyundai i20 Magna,Jaipur,4982.12,2012,100000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,18.5
1880,Ford Fiesta 1.4 Duratorq ZXI,Pune,4292.29,2012,78000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,17.8
1881,Chevrolet Enjoy 1.3 TCDi LS 8,Kolkata,6591.73,2015,50000,Diesel,Manual,First,18.2,1248.0,73.74,8.0,18.2
1882,Ford Fiesta 1.4 Duratorq EXI,Chennai,2376.09,2006,89327,Diesel,Manual,Third,17.8,1399.0,68.0,5.0,17.8
1883,Honda CR-V 2.4 MT,Chennai,7204.91,2007,98000,Petrol,Manual,Second,10.8,2354.0,152.0,5.0,10.8
1884,Honda Jazz 1.2 VX i VTEC,Kochi,10838.03,2017,24700,Petrol,Manual,First,18.7,1199.0,88.7,5.0,18.7
1885,Mercedes-Benz GLS 350d Grand Edition,Delhi,121103.84,2018,6000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,11.0
1886,Hyundai Grand i10 1.2 Kappa Sportz,Delhi,8814.52,2018,9434,Petrol,Manual,First,18.9,1197.0,81.86,5.0,18.9
1887,Maruti Ritz VXi,Mumbai,4982.12,2012,29000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,18.5
1888,Volkswagen Ameo 1.5 TDI Highline AT,Coimbatore,13628.01,2017,22440,Diesel,Automatic,First,22.0,1498.0,108.495,5.0,22.0
1889,Honda City i VTEC SV,Mumbai,9044.46,2015,73070,Petrol,Manual,First,17.4,1497.0,117.3,5.0,17.4
1890,Honda Jazz 1.2 S i VTEC,Kolkata,7588.15,2016,21771,Petrol,Manual,First,18.7,1199.0,88.7,5.0,18.7
1891,Maruti Swift Ldi BSIV,Delhi,5748.6,2014,62000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,17.8
1892,Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,16816.57,2017,37024,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,17.01
1893,Audi A7 2011-2015 3.0 TDI Quattro,Kochi,38232.02,2014,60336,Diesel,Automatic,Second,14.4,2967.0,241.4,5.0,14.4
1894,Hyundai EON D Lite Plus,Kolkata,3019.93,2014,26008,Petrol,Manual,First,21.1,814.0,55.2,5.0,21.1
1895,Ford Figo Diesel EXI,Jaipur,2146.14,2010,90000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,20.0
1896,Volkswagen Ameo 1.2 MPI Highline,Coimbatore,11144.62,2018,35569,Petrol,Manual,First,17.0,1198.0,73.75,5.0,17.0
1897,Renault Scala Diesel RxL,Kolkata,6131.84,2013,40000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,21.64
1898,Honda Jazz 1.2 V i VTEC,Kolkata,7281.56,2015,45000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,18.7
1899,Hyundai i20 1.2 Sportz,Delhi,7818.1,2015,42000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,17.0
1900,Audi A4 3.0 TDI Quattro Premium,Coimbatore,24695.99,2012,46913,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,14.94
1901,Mahindra Ssangyong Rexton RX7,Delhi,16172.73,2014,62000,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,11.18
1902,Toyota Fortuner 2.8 2WD AT,Ahmedabad,45988.8,2017,15000,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,12.9
1903,Skoda Octavia Classic 1.9 TDI MT,Kolkata,2452.74,2002,69000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,18.7
1904,Mercedes-Benz New C-Class 250 CDI Classic,Hyderabad,28344.43,2012,41367,Diesel,Automatic,First,15.8,2148.0,170.0,5.0,15.8
1905,Maruti Ciaz 1.4 Zeta,Kochi,15268.28,2018,15982,Petrol,Manual,First,20.73,1373.0,91.1,5.0,20.73
1906,Maruti Swift ZDi,Hyderabad,7281.56,2013,99595,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,22.9
1907,Toyota Qualis FS B3,Bangalore,5595.3,2002,63000,Diesel,Manual,Third,13.1,2446.0,75.0,10.0,13.1
1908,BMW 5 Series 2007-2010 525d Sedan,Delhi,23760.88,2012,49000,Diesel,Automatic,Second,16.73,2495.0,218.0,5.0,16.73
1909,Mitsubishi Pajero 2.8 SFX BSIII Dual Tone,Kochi,18119.59,2013,48272,Diesel,Manual,First,10.5,2835.0,116.9,6.0,10.5
1910,Toyota Corolla H2,Delhi,3142.57,2008,63000,Petrol,Manual,First,13.4,1794.0,125.0,5.0,13.4
1911,Maruti Wagon R LXI CNG,Ahmedabad,5058.77,2016,77000,CNG,Manual,First,26.6,998.0,58.16,5.0,38.00000000000001
1912,Maruti Omni E MPI STD BS IV,Mumbai,3449.16,2013,11734,Petrol,Manual,First,16.8,796.0,34.2,8.0,16.8
1913,Audi A6 2011-2015 2.0 TDI,Kochi,30843.16,2014,62012,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,17.68
1914,Hyundai Xcent 1.2 Kappa S Option CNG,Chennai,7588.15,2017,46000,CNG,Manual,First,25.0,1197.0,81.86,5.0,35.714285714285715
1915,Honda Jazz 1.5 S i DTEC,Coimbatore,11466.54,2016,45449,Diesel,Manual,First,27.3,1498.0,98.6,5.0,27.3
1916,Mercedes-Benz E-Class 200 Kompressor Elegance,Mumbai,8431.28,2004,85000,Petrol,Automatic,Second,10.5,1796.0,157.7,5.0,10.5
1917,Honda City 1.5 EXI,Jaipur,2606.03,2005,88000,Petrol,Manual,Second,13.0,1493.0,100.0,5.0,13.0
1918,Audi A4 2.0 TDI,Kochi,20219.74,2013,45330,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,16.55
1919,Maruti Swift Dzire VXI,Mumbai,5901.9,2012,88000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,19.1
1920,Maruti Dzire VDI,Delhi,8814.52,2016,45376,Diesel,Manual,First,28.4,1248.0,73.75,5.0,28.4
1921,Mahindra XUV500 W8 4WD,Pune,13796.64,2014,81000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,15.1
1922,Chevrolet Beat LT,Kochi,3387.84,2012,83381,Petrol,Manual,First,18.6,1199.0,79.4,5.0,18.6
1923,Ford EcoSport 1.5 Diesel Titanium Plus,Kochi,12401.65,2017,78526,Diesel,Manual,First,23.0,1498.0,98.96,5.0,23.0
1924,BMW 5 Series 2013-2017 530d M Sport,Coimbatore,74547.84,2017,27313,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,14.69
1925,Audi Q5 30 TDI quattro Premium Plus,Coimbatore,60505.93,2015,42747,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,14.16
1926,BMW X1 sDrive 20d xLine,Coimbatore,34093.03,2015,42265,Diesel,Automatic,Second,20.68,1995.0,190.0,5.0,20.68
1927,Hyundai i10 Magna AT,Mumbai,3985.7,2009,21000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,19.2
1928,Hyundai Creta 1.6 CRDi AT SX Plus,Ahmedabad,18395.52,2016,55100,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,17.01
1929,Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,27593.28,2014,70000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,17.11
1930,Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,15314.27,2007,55000,Petrol,Automatic,Third,10.13,3498.0,364.9,5.0,10.13
1931,Hyundai i10 Magna,Kolkata,3755.75,2012,58235,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36
1932,Ford EcoSport 1.5 Diesel Titanium,Mumbai,13781.31,2017,26000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,23.0
1933,Volkswagen Vento Diesel Highline,Kolkata,4828.82,2011,35000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,20.54
1934,Maruti Dzire ZDI Plus,Jaipur,12570.27,2017,24000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,28.4
1935,Mahindra Scorpio 1.99 S10,Ahmedabad,17629.04,2016,98000,Diesel,Manual,First,15.4,1997.0,120.0,7.0,15.4
1936,Hyundai i20 Asta 1.4 CRDi,Coimbatore,11190.61,2016,44487,Diesel,Manual,First,22.54,1396.0,88.73,5.0,22.54
1937,Maruti Alto LXi,Chennai,2437.41,2008,65000,Petrol,Manual,First,19.7,796.0,46.3,5.0,19.7
1938,Hyundai i10 Magna,Delhi,4828.82,2015,34951,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,20.36
1939,Mahindra Scorpio S6 7 Seater,Kolkata,13030.16,2015,52373,Diesel,Manual,Second,15.4,2179.0,120.0,7.0,15.4
1940,Skoda Fabia 1.2L Diesel Classic,Hyderabad,4598.88,2010,66285,Diesel,Manual,First,19.5,1199.0,75.0,5.0,19.5
1941,BMW X5 xDrive 30d,Mumbai,32192.16,2012,66000,Diesel,Automatic,First,15.3,2993.0,258.0,5.0,15.3
1942,Honda Jazz 1.5 S i DTEC,Hyderabad,11880.44,2016,43000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,27.3
1943,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,35258.08,2013,45200,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,10.0
1944,Mahindra XUV500 AT W10 FWD,Mumbai,21078.2,2016,41000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,16.0
1945,Honda City i VTEC CVT SV,Kochi,12708.24,2017,39430,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,18.0
1946,Maruti Swift VDI,Coimbatore,8875.84,2014,83274,Diesel,Manual,First,22.9,1248.0,74.0,5.0,22.9
1947,Mercedes-Benz New C-Class 220 CDI AT,Coimbatore,46755.28,2017,32324,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,14.84
1948,Honda City 1.5 S MT,Mumbai,5825.25,2011,49999,Petrol,Manual,First,17.0,1497.0,118.0,5.0,17.0
1949,Tata Sumo EX,Bangalore,6821.67,2014,66000,Diesel,Manual,First,15.3,2956.0,83.8,7.0,15.3
1950,Hyundai i20 Magna,Delhi,5058.77,2012,54000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,18.5
1951,Fiat Linea 1.3 Dynamic,Jaipur,2682.68,2009,80000,Diesel,Manual,Second,20.4,1248.0,91.2,5.0,20.4
1952,Honda Civic 2006-2010 1.8 V AT,Bangalore,8431.28,2011,72000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,12.9
1953,Hyundai Creta 1.6 SX Plus Diesel,Pune,20465.02,2017,44865,Diesel,Manual,First,19.67,1582.0,126.2,5.0,19.67
1954,Audi A3 35 TDI Technology,Delhi,34491.6,2017,22000,Diesel,Automatic,Second,20.38,1968.0,143.0,5.0,20.38
1955,Hyundai Verna VTVT 1.6 SX Option,Delhi,8048.04,2013,57478,Petrol,Manual,Second,17.0,1591.0,121.3,5.0,17.0
1956,Hyundai i20 1.4 CRDi Magna,Hyderabad,5748.6,2011,75000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,21.9
1957,Honda Mobilio S i DTEC,Kochi,9688.31,2015,50624,Diesel,Manual,First,24.2,1498.0,98.6,7.0,24.2
1958,Hyundai Verna 1.6 SX CRDI (O) AT,Bangalore,11880.44,2018,75000,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,22.32
1959,Ford Fiesta 1.6 ZXI Duratec,Chennai,2100.16,2006,87000,Petrol,Manual,Second,15.3,1596.0,101.0,5.0,15.3
1960,Hyundai i10 Sportz 1.2,Mumbai,3219.22,2010,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36
1961,Maruti Vitara Brezza ZDi,Hyderabad,14256.53,2016,41372,Diesel,Manual,First,24.3,1248.0,88.5,5.0,24.3
1962,Toyota Innova 2.5 VX (Diesel) 7 Seater,Ahmedabad,18395.52,2015,70000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,12.99
1963,Mercedes-Benz GLA Class 200 d Sport,Pune,36024.56,2017,35000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,17.9
1964,Maruti Alto LXi BSIII,Hyderabad,2759.33,2006,71993,Petrol,Manual,First,19.7,796.0,46.3,5.0,19.7
1965,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Chennai,19162.0,2013,62000,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,14.84
1966,Maruti Swift LDI,Delhi,7266.23,2015,51000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,22.9
1967,Hyundai Grand i10 Sportz,Kochi,8323.97,2016,26038,Petrol,Manual,First,18.9,1197.0,82.0,5.0,18.9
1968,Toyota Fortuner 4x4 AT,Kochi,48472.2,2018,37713,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,12.55
1969,Toyota Innova 2.0 GX 8 STR,Kolkata,9657.65,2011,78088,Petrol,Manual,First,12.4,1998.0,132.0,8.0,12.4
1970,Ford EcoSport 1.5 TDCi Titanium,Kochi,12953.51,2017,30453,Diesel,Manual,First,22.77,1498.0,98.59,5.0,22.77
1971,Ford Figo 1.2P Titanium MT,Pune,7664.8,2016,54000,Petrol,Manual,First,18.16,1196.0,86.8,5.0,18.16
1972,Toyota Fortuner 3.0 Diesel,Chennai,19928.48,2011,190000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.5
1973,Maruti Swift Dzire VXI,Hyderabad,7204.91,2012,65097,Petrol,Manual,First,19.1,1197.0,85.8,5.0,19.1
1974,BMW 7 Series 740Li,Coimbatore,143592.36,2018,28060,Petrol,Automatic,First,12.05,2979.0,320.0,5.0,12.05
1975,Skoda Superb 1.8 TSI MT,Pune,5058.77,2012,282000,Petrol,Manual,First,13.14,1798.0,160.0,5.0,13.14
1976,Maruti Wagon R LXI Minor,Jaipur,2314.77,2009,111000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,18.9
1977,Renault Duster 110PS Diesel RxZ,Kochi,9335.73,2013,63295,Diesel,Manual,First,19.01,1461.0,108.45,5.0,19.01
1978,Maruti Ciaz VXi Plus,Mumbai,9121.11,2015,35770,Petrol,Manual,First,20.73,1373.0,91.1,5.0,20.73
1979,Hyundai Elantra CRDi SX,Hyderabad,13796.64,2012,125928,Diesel,Manual,First,22.7,1582.0,126.24,5.0,22.7
1980,Skoda Rapid 1.5 TDI AT Elegance,Kolkata,6515.08,2015,45000,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,21.66
1981,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,36024.56,2013,21000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,14.84
1982,Honda Accord 2.4 A/T,Mumbai,9734.3,2011,54774,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,11.7
1983,Maruti Celerio VXI,Chennai,5212.06,2014,41123,Petrol,Manual,First,23.1,998.0,67.04,5.0,23.1
1984,BMW 7 Series 740Li,Bangalore,142565.28,2017,17465,Petrol,Automatic,First,12.05,2979.0,320.0,5.0,12.05
1985,BMW 3 Series 320d Sport,Chennai,33111.94,2014,48000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,22.69
1986,Volkswagen Vento Diesel Trendline,Chennai,6131.84,2011,173000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,20.54
1987,Maruti Swift Dzire Tour LDI,Pune,8431.28,2018,12000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,23.4
1988,Land Rover Freelander 2 SE,Mumbai,29509.48,2012,34000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,12.39
1989,Hyundai i20 1.4 CRDi Magna,Hyderabad,6055.19,2012,71360,Diesel,Manual,First,21.9,1396.0,90.0,5.0,21.9
1990,Maruti Dzire VDI,Mumbai,6515.08,2012,74000,Diesel,Manual,Second,28.4,1248.0,73.75,5.0,28.4
1991,Jeep Compass 2.0 Longitude,Kochi,26090.98,2018,28937,Diesel,Manual,First,17.1,1956.0,170.0,5.0,17.1
1992,Maruti Ertiga VDI,Hyderabad,9964.24,2012,82085,Diesel,Manual,First,20.77,1248.0,88.76,7.0,20.77
1993,Ford Figo Petrol ZXI,Bangalore,4522.23,2011,68465,Petrol,Manual,First,15.6,1196.0,70.0,5.0,15.6
1994,Toyota Corolla Altis 1.4 DG,Coimbatore,10914.68,2013,63854,Diesel,Manual,First,21.43,1364.0,86.79,5.0,21.43
1995,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,17245.8,2018,3000,Diesel,Automatic,First,24.3,1248.0,88.5,5.0,24.3
1996,Honda City 1.5 S MT,Delhi,4215.64,2009,65055,Petrol,Manual,First,17.0,1497.0,118.0,5.0,17.0
1997,Mahindra Scorpio S10 4WD,Hyderabad,18395.52,2015,120000,Diesel,Manual,First,15.4,2179.0,120.0,7.0,15.4
1998,Hyundai Xcent 1.2 VTVT SX,Mumbai,5625.96,2014,64241,Petrol,Manual,First,20.14,1197.0,81.86,5.0,20.14
2000,Mahindra Renault Logan 1.4 GLX Petrol,Pune,3525.81,2008,2200,Petrol,Manual,First,15.7,1390.0,75.0,5.0,15.7
2001,Skoda Octavia 1.9 TDI,Pune,3372.51,2008,88123,Diesel,Manual,First,18.7,1896.0,66.0,5.0,18.7
2002,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,62851.36,2014,79000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,12.0
2003,BMW X1 sDrive 20d xLine,Bangalore,43689.36,2016,28143,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,20.68
2004,Volkswagen Vento 2013-2015 1.6 Comfortline,Mumbai,8415.95,2015,23001,Petrol,Manual,First,15.04,1598.0,103.2,5.0,15.04
2005,Audi A4 2.0 TDI,Ahmedabad,26826.8,2013,82002,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,16.55
2006,Ford Ikon 1.4 TDCi DuraTorq,Bangalore,3050.59,2009,75000,Diesel,Manual,First,13.8,1399.0,68.0,5.0,13.8
2007,Hyundai Verna 1.6 CRDi EX MT,Kochi,10178.85,2016,37451,Diesel,Manual,First,22.32,1582.0,126.3,5.0,22.32
2008,Toyota Innova Crysta 2.4 VX MT,Hyderabad,25293.84,2017,67000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,13.68
2009,Hyundai Grand i10 Asta Option,Pune,7664.8,2016,25000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,18.9
2010,Volkswagen Ameo 1.2 MPI Comfortline,Mumbai,8277.98,2017,12000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,17.0
2011,Renault KWID RXT,Kolkata,4583.55,2017,25000,Petrol,Manual,First,25.17,799.0,53.3,5.0,25.17
2012,Honda City 1.5 S MT,Jaipur,6285.14,2011,95936,Petrol,Manual,First,17.0,1497.0,118.0,5.0,17.0
2013,Hyundai Grand i10 1.2 Kappa Magna AT,Kochi,10362.81,2018,5354,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,18.9
2014,Volkswagen Polo 1.0 MPI Comfortline,Chennai,8431.28,2016,42000,Petrol,Manual,Second,18.78,999.0,75.0,5.0,18.78
2015,Maruti Swift VDI BSIV,Coimbatore,9182.43,2014,44282,Diesel,Manual,First,25.2,1248.0,74.0,5.0,25.2
2016,Nissan Sunny 2011-2014 Diesel XV,Delhi,3970.37,2012,70000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,21.64
2017,Jaguar XF 2.2 Litre Luxury,Mumbai,41006.68,2013,31400,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,16.36
2018,Maruti Ciaz ZDi SHVS,Pune,13030.16,2016,50000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,28.09
2019,Audi Q5 2008-2012 2.0 TDI,Bangalore,35258.08,2011,53000,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,12.8
2020,Ford Figo Petrol ZXI,Pune,5135.42,2014,21727,Petrol,Manual,First,15.6,1196.0,70.02,5.0,15.6
2021,Hyundai Santa Fe 4x4 AT,Bangalore,16479.32,2012,43000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,11.72
2022,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Kolkata,9642.32,2013,75000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,12.05
2023,Renault Duster 110PS Diesel RxL,Bangalore,11880.44,2014,73557,Diesel,Manual,First,19.6,1461.0,108.45,5.0,19.6
2024,Audi A4 New 2.0 TDI Multitronic,Delhi,20694.96,2012,44555,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,15.2
2025,Maruti Eeco 7 Seater Standard,Coimbatore,5748.6,2013,54885,Petrol,Manual,First,15.1,1196.0,73.0,7.0,15.1
2026,Mahindra Xylo E4,Mumbai,5748.6,2011,76000,Diesel,Manual,Second,14.0,2498.0,112.0,7.0,14.0
2027,Maruti Wagon R LXI,Jaipur,2299.44,2006,101000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,18.9
2028,Maruti Wagon R LXI BSIII,Chennai,2222.79,2005,66000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,14.0
2029,Maruti SX4 ZXI MT BSIV,Coimbatore,6315.8,2013,84360,Petrol,Manual,First,15.5,1586.0,103.3,5.0,15.5
2030,Toyota Innova Crysta 2.4 VX MT,Mumbai,26228.95,2016,25121,Diesel,Manual,First,13.68,2393.0,147.8,7.0,13.68
2031,Toyota Innova 2.5 G (Diesel) 7 Seater,Pune,15712.84,2015,100000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,12.99
2032,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,3817.07,2011,66035,Diesel,Manual,First,22.07,1199.0,73.9,5.0,22.07
2033,Toyota Etios G,Pune,5901.9,2015,190000,Petrol,Manual,Second,16.78,1496.0,88.73,5.0,16.78
2034,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,9581.0,2014,85670,Diesel,Manual,First,22.7,1498.0,89.84,5.0,22.7
2035,Hyundai Grand i10 CRDi Magna,Hyderabad,7480.84,2015,35000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,24.0
2036,Honda City i VTEC CVT SV,Mumbai,14486.47,2016,8000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,18.0
2037,Toyota Innova 2.5 G3,Hyderabad,7358.21,2007,162000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,12.8
2038,Hyundai EON Era Plus,Kolkata,3050.59,2012,60000,Petrol,Manual,First,21.1,814.0,55.2,5.0,21.1
2039,Hyundai i10 Magna 1.2,Hyderabad,4292.29,2010,70600,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36
2040,Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,Bangalore,33725.12,2011,25000,Petrol,Automatic,Second,12.3,1796.0,185.0,5.0,12.3
2041,Mahindra Bolero SLE,Hyderabad,6591.73,2012,75000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,15.96
2042,Skoda Laura Ambition 2.0 TDI CR AT,Coimbatore,14946.36,2014,85071,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,20.0
2043,Maruti Swift ZXI,Ahmedabad,9044.46,2015,40000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,20.4
2044,Audi A4 2.0 TDI,Delhi,22227.92,2013,67000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,16.55
2045,Ford Fiesta 1.4 SXi TDCi ABS,Hyderabad,3679.1,2009,55000,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,17.8
2046,Maruti SX4 Vxi BSIII,Mumbai,3234.55,2008,62000,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,15.0
2047,Hyundai Grand i10 AT Asta,Coimbatore,11650.5,2017,22526,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,18.9
2048,Maruti Ritz AT,Hyderabad,5518.66,2012,57788,Petrol,Automatic,First,17.16,1197.0,85.8,5.0,17.16
2049,Mahindra Scorpio 2.6 CRDe,Jaipur,9197.76,2013,72000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,10.5
2050,Mahindra Scorpio S4 7 Seater,Mumbai,11420.55,2014,83128,Diesel,Manual,First,15.4,2179.0,120.0,7.0,15.4
2051,Maruti Alto LXi,Chennai,3219.22,2011,75000,Petrol,Manual,First,19.7,796.0,46.3,5.0,19.7
2052,Renault Duster 110PS Diesel RxZ,Ahmedabad,7971.39,2013,58000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,19.01
2054,Maruti Ignis 1.2 Alpha,Mumbai,9749.63,2017,1000,Petrol,Manual,First,20.89,1197.0,81.8,5.0,20.89
2055,Toyota Innova 2.5 ZX Diesel 7 Seater,Kochi,17813.0,2015,59751,Diesel,Manual,First,12.99,2494.0,100.6,7.0,12.99
2056,BMW 7 Series 730Ld Eminence,Kochi,66837.06,2015,29966,Diesel,Automatic,Second,16.77,2993.0,261.49,5.0,16.77
2057,Hyundai Sonata Embera 2.0L CRDi MT,Kolkata,7511.5,2009,65000,Diesel,Manual,Second,13.6,1991.0,142.0,5.0,13.6
2058,Renault Duster Adventure Edition,Kochi,10270.83,2015,75863,Diesel,Manual,First,19.01,1461.0,108.45,5.0,19.01
2059,Maruti Wagon R CNG LXI,Mumbai,4675.53,2013,54000,CNG,Manual,First,33.54,998.0,67.04,5.0,47.91428571428572
