,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_new,Brand,Name_new
793,Chevrolet Aveo 1.4 LT ABS BSIV,Pune,2744.0,2010,80000,Petrol,Manual,First,14.49,1399.0,92.7,5.0,14.49,Chevrolet,Aveo 1.4 LT ABS BSIV
794,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mumbai,21308.14,2011,47000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,14.21,Mercedes-Benz,E-Class 2009-2013 E250 CDI Elegance
795,Audi A6 2011-2015 2.0 TDI Premium Plus,Kolkata,29049.59,2013,31000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,17.68,Audi,A6 2011-2015 2.0 TDI Premium Plus
796,Maruti Wagon R LXI BS IV,Kolkata,3817.07,2014,40000,Petrol,Manual,First,20.51,998.0,67.04,5.0,20.51,Maruti,Wagon R LXI BS IV
797,Renault KWID RXT,Jaipur,4828.82,2016,4152,Petrol,Manual,First,25.17,799.0,53.3,5.0,25.17,Renault,KWID RXT
798,Volkswagen Ameo 1.5 TDI Highline,Mumbai,9887.59,2017,51000,Diesel,Manual,First,21.66,1498.0,108.62,5.0,21.66,Volkswagen,Ameo 1.5 TDI Highline
799,Volkswagen Polo Diesel Comfortline 1.2L,Ahmedabad,6515.08,2013,55000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,22.07,Volkswagen,Polo Diesel Comfortline 1.2L
800,Maruti Alto 800 LXI,Hyderabad,4215.64,2014,58500,Petrol,Manual,First,22.74,796.0,47.3,5.0,22.74,Maruti,Alto 800 LXI
801,Hyundai i20 Asta Option 1.2,Kochi,10945.33,2017,58620,Petrol,Manual,First,18.6,1197.0,81.83,5.0,18.6,Hyundai,i20 Asta Option 1.2
802,Toyota Etios Liva G,Mumbai,3740.42,2012,29605,Petrol,Manual,First,18.3,1197.0,78.9,5.0,18.3,Toyota,Etios Liva G
803,Hyundai i20 1.2 Sportz,Jaipur,5365.36,2012,71172,Petrol,Manual,Third,17.0,1197.0,80.0,5.0,17.0,Hyundai,i20 1.2 Sportz
804,Hyundai i20 1.4 Asta,Chennai,11190.61,2017,12000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,22.54,Hyundai,i20 1.4 Asta
805,Maruti Wagon R LXI Optional,Kolkata,4215.64,2014,25000,Petrol,Manual,First,20.51,998.0,67.04,5.0,20.51,Maruti,Wagon R LXI Optional
806,Hyundai i20 1.4 Asta Option,Bangalore,12570.27,2017,43000,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,22.54,Hyundai,i20 1.4 Asta Option
807,Volkswagen Polo GT TSI,Mumbai,9979.57,2015,57022,Petrol,Automatic,First,17.21,1197.0,103.6,5.0,17.21,Volkswagen,Polo GT TSI
808,Ford Figo Diesel Titanium,Pune,6515.08,2015,92000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,20.0,Ford,Figo Diesel Titanium
809,Maruti Swift ZXI,Coimbatore,9519.68,2014,33372,Petrol,Manual,Second,18.6,1197.0,85.8,5.0,18.6,Maruti,Swift ZXI
810,Hyundai Grand i10 CRDi Magna,Kochi,7020.96,2016,52625,Diesel,Manual,First,24.0,1120.0,70.0,5.0,24.0,Hyundai,Grand i10 CRDi Magna
811,Mahindra Xylo H4,Chennai,11497.2,2016,215000,Diesel,Manual,First,14.02,2179.0,118.3,7.0,14.02,Mahindra,Xylo H4
812,Maruti Alto Green LXi (CNG),Delhi,3219.22,2012,65537,CNG,Manual,First,26.83,796.0,38.4,5.0,38.32857142857143,Maruti,Alto Green LXi (CNG)
813,Hyundai i10 Magna 1.1,Coimbatore,6269.81,2014,60138,Petrol,Manual,First,19.81,1086.0,68.05,5.0,19.81,Hyundai,i10 Magna 1.1
814,Skoda Octavia Elegance 2.0 TDI AT,Mumbai,16479.32,2014,84000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,19.3,Skoda,Octavia Elegance 2.0 TDI AT
815,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,63617.84,2014,47000,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,15.97,BMW,X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater
816,Maruti Celerio VXI AT,Hyderabad,6745.02,2014,33450,Petrol,Automatic,First,23.1,998.0,67.04,5.0,23.1,Maruti,Celerio VXI AT
817,Volkswagen Vento Diesel Comfortline,Jaipur,9581.0,2013,125000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,20.54,Volkswagen,Vento Diesel Comfortline
818,BMW 3 Series 320d Highline,Pune,16096.08,2011,99606,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,16.07,BMW,3 Series 320d Highline
819,Maruti Ertiga ZDI,Mumbai,11113.96,2014,64000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,20.77,Maruti,Ertiga ZDI
820,Ford Figo Diesel ZXI,Hyderabad,4905.47,2013,51000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,20.0,Ford,Figo Diesel ZXI
821,Volkswagen Polo 1.2 MPI Highline,Mumbai,6055.19,2014,57000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,16.47,Volkswagen,Polo 1.2 MPI Highline
822,Audi A6 3.0 TDI quattro,Coimbatore,18502.83,2009,48040,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,16.77,Audi,A6 3.0 TDI quattro
823,Toyota Innova Crysta 2.4 ZX MT,Pune,28513.06,2017,43200,Diesel,Manual,First,13.68,2393.0,147.8,7.0,13.68,Toyota,Innova Crysta 2.4 ZX MT
824,Hyundai Verna 1.6 CRDi EX AT,Delhi,8737.87,2013,66000,Diesel,Automatic,First,22.32,1582.0,126.3,5.0,22.32,Hyundai,Verna 1.6 CRDi EX AT
825,Hyundai Santro Xing GL Plus,Kolkata,2682.68,2013,31000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,17.92,Hyundai,Santro Xing GL Plus
826,Audi A4 2.0 TDI,Delhi,16847.23,2011,46000,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,16.55,Audi,A4 2.0 TDI
827,Audi A4 2.0 TDI,Kolkata,22227.92,2012,47346,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,16.55,Audi,A4 2.0 TDI
828,Skoda Laura 1.9 TDI MT Ambiente,Jaipur,4767.51,2009,100000,Diesel,Manual,First,17.0,1896.0,105.0,5.0,17.0,Skoda,Laura 1.9 TDI MT Ambiente
829,Honda CR-V 2.0L 2WD AT,Coimbatore,21400.12,2015,63856,Petrol,Automatic,First,13.7,1997.0,153.86,5.0,13.7,Honda,CR-V 2.0L 2WD AT
830,Hyundai Verna 1.6 SX CRDi (O),Coimbatore,10899.35,2015,72996,Diesel,Manual,First,22.32,1582.0,126.32,5.0,22.32,Hyundai,Verna 1.6 SX CRDi (O)
831,Honda Mobilio RS i DTEC,Chennai,10577.42,2014,23000,Diesel,Manual,First,24.5,1498.0,98.6,7.0,24.5,Honda,Mobilio RS i DTEC
832,Hyundai i20 1.2 Asta Option,Coimbatore,11911.1,2018,15985,Petrol,Manual,First,18.6,1197.0,81.83,5.0,18.6,Hyundai,i20 1.2 Asta Option
833,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,8431.28,2011,98000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,12.8,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV
834,Hyundai i20 Magna 1.2,Hyderabad,8201.34,2014,70089,Petrol,Manual,First,18.6,1197.0,81.83,5.0,18.6,Hyundai,i20 Magna 1.2
835,Mahindra Bolero VLX BS IV,Chennai,6898.32,2011,99000,Diesel,Manual,Second,13.6,2523.0,63.0,7.0,13.6,Mahindra,Bolero VLX BS IV
836,Volkswagen Vento 1.5 TDI Comfortline,Jaipur,7281.56,2014,72000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,20.34,Volkswagen,Vento 1.5 TDI Comfortline
837,Jaguar XF 2.2 Litre Luxury,Coimbatore,50281.09,2015,44194,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,16.36,Jaguar,XF 2.2 Litre Luxury
838,Maruti Zen LXi - BS III,Mumbai,1073.07,2005,102000,Petrol,Manual,First,17.3,993.0,60.0,5.0,17.3,Maruti,Zen LXi - BS III
839,Mercedes-Benz E-Class Facelift,Coimbatore,77092.56,2018,56652,Diesel,Automatic,First,13.0,2987.0,258.0,5.0,13.0,Mercedes-Benz,E-Class Facelift
840,Toyota Fortuner 3.0 Diesel,Mumbai,16847.23,2010,41650,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.5,Toyota,Fortuner 3.0 Diesel
841,Hyundai Grand i10 AT Asta,Coimbatore,8538.59,2015,61717,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,18.9,Hyundai,Grand i10 AT Asta
842,Hyundai Xcent 1.2 CRDi S,Jaipur,9044.46,2018,25302,Diesel,Manual,First,25.4,1186.0,73.97,5.0,25.4,Hyundai,Xcent 1.2 CRDi S
843,Hyundai Creta 1.6 VTVT S,Coimbatore,14455.81,2016,47016,Petrol,Manual,First,15.29,1591.0,121.3,5.0,15.29,Hyundai,Creta 1.6 VTVT S
844,Hyundai i10 Sportz,Bangalore,4445.58,2010,69000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36,Hyundai,i10 Sportz
845,Honda Brio S MT,Delhi,5641.29,2016,32700,Petrol,Manual,First,19.4,1198.0,86.8,5.0,19.4,Honda,Brio S MT
846,Toyota Fortuner 4x2 AT,Coimbatore,33219.24,2015,101337,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,12.55,Toyota,Fortuner 4x2 AT
847,Audi A4 2.0 TDI Multitronic,Ahmedabad,19162.0,2011,59000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,16.55,Audi,A4 2.0 TDI Multitronic
848,Toyota Innova Crysta 2.8 ZX AT,Kochi,30536.56,2018,41736,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,11.36,Toyota,Innova Crysta 2.8 ZX AT
849,Honda City i DTEC VX,Jaipur,10347.48,2014,71649,Diesel,Manual,First,25.1,1498.0,98.6,5.0,25.1,Honda,City i DTEC VX
850,Honda City i DTEC VX,Kochi,10669.4,2015,80606,Diesel,Manual,First,25.1,1498.0,98.6,5.0,25.1,Honda,City i DTEC VX
851,Renault KWID 1.0 RXT Optional,Jaipur,4982.12,2017,63262,Petrol,Manual,First,21.7,999.0,67.0,5.0,21.7,Renault,KWID 1.0 RXT Optional
852,Maruti Swift DDiS ZDI Plus,Hyderabad,13260.1,2018,5456,Diesel,Manual,First,28.4,1248.0,74.0,5.0,28.4,Maruti,Swift DDiS ZDI Plus
853,Maruti Celerio VXI Optional AMT,Pune,7664.8,2017,7500,Petrol,Automatic,First,23.1,998.0,67.04,5.0,23.1,Maruti,Celerio VXI Optional AMT
854,Mahindra XUV500 W8 2WD,Delhi,8431.28,2011,66000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,15.1,Mahindra,XUV500 W8 2WD
855,Hyundai i10 Magna,Jaipur,3985.7,2010,66770,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,20.36,Hyundai,i10 Magna
856,Hyundai i10 Magna 1.1,Kochi,5227.39,2014,58472,Petrol,Manual,First,19.81,1086.0,68.05,5.0,19.81,Hyundai,i10 Magna 1.1
857,Maruti Dzire VXI,Kolkata,4138.99,2011,46687,Petrol,Manual,First,22.0,1197.0,81.8,5.0,22.0,Maruti,Dzire VXI
858,Maruti Grand Vitara AT,Chennai,8431.28,2008,77000,Petrol,Automatic,Fourth & Above,9.7,1995.0,163.5,5.0,9.7,Maruti,Grand Vitara AT
859,Audi TT 40 TFSI,Kolkata,53653.6,2012,7000,Petrol,Automatic,First,14.33,1984.0,226.6,4.0,14.33,Audi,TT 40 TFSI
860,Mercedes-Benz New C-Class C 200 CGI,Mumbai,14946.36,2011,48000,Petrol,Automatic,Second,14.74,1991.0,184.0,5.0,14.74,Mercedes-Benz,New C-Class C 200 CGI
861,Nissan Sunny 2011-2014 Diesel XV,Mumbai,6515.08,2013,47000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,21.64,Nissan,Sunny 2011-2014 Diesel XV
862,Maruti Wagon R LXI,Ahmedabad,4905.47,2015,51530,Petrol,Manual,First,18.9,998.0,67.1,5.0,18.9,Maruti,Wagon R LXI
863,Maruti Swift Dzire ZDI,Bangalore,10500.78,2014,25789,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,23.4,Maruti,Swift Dzire ZDI
864,Honda Amaze S i-Dtech,Delhi,6898.32,2015,48000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,25.8,Honda,Amaze S i-Dtech
865,Maruti Swift ZDI,Delhi,5442.01,2012,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,28.4,Maruti,Swift ZDI
866,Hyundai Accent Executive CNG,Hyderabad,2912.62,2010,95637,CNG,Manual,Second,13.2,1495.0,93.7,5.0,18.857142857142858,Hyundai,Accent Executive CNG
867,Mahindra Scorpio LX 2.6 Turbo,Hyderabad,5518.66,2008,131000,Diesel,Manual,First,10.5,2609.0,120.0,7.0,10.5,Mahindra,Scorpio LX 2.6 Turbo
868,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,33418.53,2015,42076,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,13.0,Mercedes-Benz,E-Class E250 CDI Avantgrade
869,Toyota Fortuner 4x2 Manual,Mumbai,20694.96,2012,76000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,13.0,Toyota,Fortuner 4x2 Manual
870,Datsun redi-GO T Option,Bangalore,4077.67,2016,20487,Petrol,Manual,First,22.7,799.0,53.64,5.0,22.7,Datsun,redi-GO T Option
871,Honda City V MT,Delhi,5748.6,2010,43000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,16.8,Honda,City V MT
872,Toyota Camry Hybrid,Pune,49054.72,2018,17000,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,19.16,Toyota,Camry Hybrid
873,Honda City i DTec V,Coimbatore,12370.99,2016,60805,Diesel,Manual,First,26.0,1498.0,98.6,5.0,26.0,Honda,City i DTec V
874,Volkswagen Jetta 2012-2014 2.0L TDI Trendline,Kochi,8645.89,2012,58775,Diesel,Manual,First,19.33,1968.0,138.1,5.0,19.33,Volkswagen,Jetta 2012-2014 2.0L TDI Trendline
875,Audi A6 2011-2015 2.0 TDI,Hyderabad,36775.71,2013,70181,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,17.68,Audi,A6 2011-2015 2.0 TDI
876,Maruti Ertiga VDI,Coimbatore,11497.2,2016,85827,Diesel,Manual,First,20.77,1248.0,88.76,7.0,20.77,Maruti,Ertiga VDI
877,Mercedes-Benz New C-Class C 220 CDI Style,Jaipur,41389.92,2016,58205,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,19.27,Mercedes-Benz,New C-Class C 220 CDI Style
878,Maruti Swift Dzire Vdi BSIV,Mumbai,4368.94,2008,91000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,19.3,Maruti,Swift Dzire Vdi BSIV
879,Renault Duster 110PS Diesel RxZ Pack,Pune,9734.3,2012,74000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,19.01,Renault,Duster 110PS Diesel RxZ Pack
880,Maruti Ritz VDi,Hyderabad,5058.77,2010,79324,Diesel,Manual,First,21.1,1248.0,73.9,5.0,21.1,Maruti,Ritz VDi
881,Maruti Swift Dzire VXI,Bangalore,7664.8,2013,38623,Petrol,Manual,First,19.1,1197.0,85.8,5.0,19.1,Maruti,Swift Dzire VXI
882,Maruti Swift ZDi,Coimbatore,9902.92,2014,59923,Diesel,Manual,First,22.9,1248.0,74.0,5.0,22.9,Maruti,Swift ZDi
883,Hyundai EON Sportz,Jaipur,5748.6,2017,23360,Petrol,Manual,First,21.1,814.0,55.2,5.0,21.1,Hyundai,EON Sportz
884,Maruti Zen VXI BSII,Kochi,2330.1,2003,61495,Petrol,Manual,Third,17.3,993.0,60.0,5.0,17.3,Maruti,Zen VXI BSII
885,Maruti Eeco 7 Seater Standard,Coimbatore,5533.99,2012,56661,Petrol,Manual,First,15.1,1196.0,73.0,7.0,15.1,Maruti,Eeco 7 Seater Standard
886,Audi Q5 30 TDI quattro Premium,Coimbatore,67051.67,2017,40318,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,14.16,Audi,Q5 30 TDI quattro Premium
887,Audi Q3 2.0 TDI,Chennai,30659.2,2014,60000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,15.73,Audi,Q3 2.0 TDI
888,Maruti Swift Dzire VDi,Hyderabad,5595.3,2010,130000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,19.3,Maruti,Swift Dzire VDi
889,Tata Sumo DX,Mumbai,8048.04,2013,20000,Diesel,Manual,First,14.07,1978.0,83.1,10.0,14.07,Tata,Sumo DX
890,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Hyderabad,88911.68,2016,76000,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,15.97,BMW,X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater
891,Honda City i-VTEC CVT VX,Mumbai,13260.1,2015,30000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,18.0,Honda,City i-VTEC CVT VX
892,Tata Indigo eCS eLX BS IV,Delhi,3832.4,2015,150000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,25.0,Tata,Indigo eCS eLX BS IV
893,Volkswagen Vento TSI,Chennai,11880.44,2014,28000,Petrol,Automatic,First,16.93,1197.0,103.6,5.0,16.93,Volkswagen,Vento TSI
894,Maruti Celerio VXI,Bangalore,6361.78,2015,74000,Petrol,Manual,First,23.1,998.0,67.04,5.0,23.1,Maruti,Celerio VXI
895,Toyota Fortuner 3.0 Diesel,Delhi,16632.62,2011,75000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.5,Toyota,Fortuner 3.0 Diesel
896,Mitsubishi Outlander 2.4,Delhi,8477.27,2010,76000,Petrol,Automatic,Second,11.3,2360.0,170.0,5.0,11.3,Mitsubishi,Outlander 2.4
897,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Pune,17629.04,2014,64889,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,15.5,Volkswagen,Jetta 2007-2011 1.9 Highline TDI
898,Hyundai Creta 1.6 CRDi SX,Kolkata,14179.88,2015,43000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,19.67,Hyundai,Creta 1.6 CRDi SX
899,Skoda Fabia 1.2 MPI Ambiente Petrol,Pune,3510.48,2011,47490,Petrol,Manual,First,17.5,1198.0,75.0,5.0,17.5,Skoda,Fabia 1.2 MPI Ambiente Petrol
900,Ford EcoSport 1.5 TDCi Titanium,Chennai,10730.72,2015,80000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,22.77,Ford,EcoSport 1.5 TDCi Titanium
901,Maruti Zen Estilo 1.1 LXI BSIII,Bangalore,2529.38,2007,60000,Petrol,Manual,Second,18.2,1061.0,64.0,5.0,18.2,Maruti,Zen Estilo 1.1 LXI BSIII
902,Maruti Ciaz 1.4 Delta,Ahmedabad,12646.92,2017,6006,Petrol,Manual,First,20.73,1373.0,91.1,5.0,20.73,Maruti,Ciaz 1.4 Delta
903,Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,14011.25,2011,71703,Petrol,Automatic,First,14.74,1991.0,181.03,5.0,14.74,Mercedes-Benz,New C-Class C 200 Avantgarde Edition C
904,Honda Amaze SX i-VTEC,Hyderabad,9964.24,2016,33000,Petrol,Manual,First,17.8,1198.0,86.7,5.0,17.8,Honda,Amaze SX i-VTEC
905,Toyota Etios GD,Kolkata,4522.23,2012,60000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,23.59,Toyota,Etios GD
906,Renault Duster 85PS Diesel RxL,Jaipur,8814.52,2015,91000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,19.87,Renault,Duster 85PS Diesel RxL
907,Maruti Wagon R LXI LPG BSIV,Hyderabad,4368.94,2012,72000,LPG,Manual,First,26.2,998.0,58.2,5.0,13.789473684210527,Maruti,Wagon R LXI LPG BSIV
908,Volkswagen Polo Petrol Highline 1.2L,Kolkata,3219.22,2011,43000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,16.47,Volkswagen,Polo Petrol Highline 1.2L
909,Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,20771.61,2017,63770,Diesel,Manual,First,19.67,1582.0,126.2,5.0,19.67,Hyundai,Creta 1.6 SX Plus Diesel
910,Jaguar XF Diesel,Kolkata,31425.68,2012,43510,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,14.74,Jaguar,XF Diesel
911,Jeep Compass 2.0 Limited 4X4,Mumbai,30659.2,2017,52000,Diesel,Manual,First,16.3,1956.0,170.0,5.0,16.3,Jeep,Compass 2.0 Limited 4X4
912,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Kochi,91548.37,2018,31427,Diesel,Automatic,First,15.68,1999.0,177.0,5.0,15.68,Land Rover,Range Rover Evoque 2.0 TD4 HSE Dynamic
913,Maruti Baleno Alpha Diesel,Kolkata,9964.24,2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,27.39,Maruti,Baleno Alpha Diesel
914,Maruti Ciaz ZDi SHVS,Ahmedabad,11497.2,2016,56000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,28.09,Maruti,Ciaz ZDi SHVS
915,Maruti SX4 Vxi BSIII,Jaipur,3295.86,2007,76000,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,15.0,Maruti,SX4 Vxi BSIII
916,Hyundai Elantra CRDi SX,Coimbatore,12938.18,2015,53615,Diesel,Manual,First,22.7,1582.0,126.24,5.0,22.7,Hyundai,Elantra CRDi SX
917,Mitsubishi Pajero Sport 4X4,Bangalore,19146.67,2013,132000,Diesel,Manual,First,13.5,2477.0,175.56,7.0,13.5,Mitsubishi,Pajero Sport 4X4
918,Volkswagen Ameo 1.2 MPI Comfortline,Pune,8400.62,2017,14800,Petrol,Manual,First,17.0,1198.0,73.75,5.0,17.0,Volkswagen,Ameo 1.2 MPI Comfortline
919,Maruti Ritz VXi,Hyderabad,6438.43,2013,35433,Petrol,Manual,First,18.5,1197.0,85.8,5.0,18.5,Maruti,Ritz VXi
920,Hyundai Verna CRDi SX,Hyderabad,11037.31,2013,82966,Diesel,Manual,First,16.8,1493.0,110.0,5.0,16.8,Hyundai,Verna CRDi SX
921,Maruti Swift Dzire Tour LDI,Jaipur,7358.21,2014,96000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,23.4,Maruti,Swift Dzire Tour LDI
922,Mahindra KUV 100 mFALCON D75 K6,Kochi,8937.16,2017,39528,Diesel,Manual,First,25.32,1198.0,77.0,6.0,25.32,Mahindra,KUV 100 mFALCON D75 K6
923,Toyota Innova Crysta 2.4 ZX MT,Coimbatore,28191.13,2018,92056,Diesel,Manual,First,13.68,2393.0,147.8,7.0,13.68,Toyota,Innova Crysta 2.4 ZX MT
924,Maruti Baleno Delta 1.2,Pune,8967.82,2016,14930,Petrol,Manual,First,21.4,1197.0,83.1,5.0,21.4,Maruti,Baleno Delta 1.2
925,Honda Jazz VX Diesel,Mumbai,9519.68,2016,38000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,27.3,Honda,Jazz VX Diesel
926,Hyundai i20 1.2 Asta,Delhi,5595.3,2013,71000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,17.0,Hyundai,i20 1.2 Asta
927,Hyundai i20 Sportz Diesel,Delhi,5671.95,2012,71000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,23.0,Hyundai,i20 Sportz Diesel
928,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Pune,45988.8,2015,50000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,19.27,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C
929,Hyundai Xcent 1.2 Kappa Base,Kochi,7434.86,2016,48163,Petrol,Manual,First,19.1,1197.0,82.0,5.0,19.1,Hyundai,Xcent 1.2 Kappa Base
930,Hyundai Grand i10 AT Asta,Coimbatore,10623.41,2017,19168,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,18.9,Hyundai,Grand i10 AT Asta
931,Maruti Alto 800 VXI,Kolkata,3985.7,2016,26000,Petrol,Manual,First,22.74,796.0,47.3,5.0,22.74,Maruti,Alto 800 VXI
932,Chevrolet Sail Hatchback 1.2 LS,Kolkata,2897.29,2014,37400,Petrol,Manual,First,18.2,1199.0,82.5,5.0,18.2,Chevrolet,Sail Hatchback 1.2 LS
933,Skoda Superb Elegance 1.8 TSI AT,Mumbai,15329.6,2012,95000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,13.7,Skoda,Superb Elegance 1.8 TSI AT
934,Audi A4 2.0 TDI,Kolkata,15252.95,2009,34000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,16.55,Audi,A4 2.0 TDI
935,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Mumbai,14486.47,2014,95000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,12.8,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV
936,Mercedes-Benz CLA 200 CDI Sport,Coimbatore,43306.12,2017,13689,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,17.9,Mercedes-Benz,CLA 200 CDI Sport
937,Hyundai i10 Era,Jaipur,2759.33,2008,84000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,19.81,Hyundai,i10 Era
938,Maruti Swift Dzire VXi,Kolkata,2146.14,2008,47000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,17.5,Maruti,Swift Dzire VXi
939,Skoda Rapid 1.5 TDI AT Ambition,Ahmedabad,11113.96,2015,60001,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,21.66,Skoda,Rapid 1.5 TDI AT Ambition
940,Maruti Ritz VDi,Hyderabad,5518.66,2012,96000,Diesel,Manual,First,21.1,1248.0,73.9,5.0,21.1,Maruti,Ritz VDi
941,Hyundai Accent GLS 1.6,Jaipur,1839.55,2004,47300,Petrol,Manual,Second,14.4,1599.0,94.0,5.0,14.4,Hyundai,Accent GLS 1.6
942,Honda Amaze SX i-VTEC,Coimbatore,7572.82,2014,28246,Petrol,Manual,Second,17.8,1198.0,86.7,5.0,17.8,Honda,Amaze SX i-VTEC
943,Maruti Wagon R LXI,Delhi,1916.2,2007,65000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,18.9,Maruti,Wagon R LXI
944,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,7358.21,2013,68000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,22.07,Volkswagen,Polo Diesel Comfortline 1.2L
945,Ford Endeavour 2.2 Trend AT 4X2,Kochi,47751.7,2019,11209,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,12.62,Ford,Endeavour 2.2 Trend AT 4X2
946,Hyundai i20 1.2 Sportz,Pune,5058.77,2011,41980,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,17.0,Hyundai,i20 1.2 Sportz
947,Chevrolet Beat Diesel PS,Bangalore,3679.1,2012,65000,Diesel,Manual,First,25.44,936.0,57.6,5.0,25.44,Chevrolet,Beat Diesel PS
948,Honda Civic 2010-2013 1.8 V MT,Kolkata,3065.92,2010,38000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,14.8,Honda,Civic 2010-2013 1.8 V MT
949,Maruti Wagon R VXI BS IV,Pune,4752.18,2014,51000,Petrol,Manual,First,20.51,998.0,67.04,5.0,20.51,Maruti,Wagon R VXI BS IV
